(0, 578.3368832133798)
(1, 578.3368832133798)
(2, 578.3368832133798)
(3, 578.3368832133798)
(4, 580.8854546979853)
(5, 580.8854546979853)
(6, 580.8854546979853)
(7, 580.8854546979853)
(8, 580.8854546979853)
(9, 580.8854546979853)
(10, 580.8854546979853)
(11, 580.8854546979853)
(12, 580.8854546979853)
(13, 580.8854546979853)
(14, 580.8854546979853)
(15, 580.8854546979853)
(16, 580.8854546979853)
(17, 580.8854546979853)
(18, 580.8854546979853)
(19, 580.8854546979853)
(20, 580.8854546979853)
(21, 580.8854546979853)
(22, 580.8854546979853)
(23, 580.8854546979853)
(24, 580.8854546979853)
(25, 580.8854546979853)
(26, 580.8854546979853)
(27, 580.8854546979853)
(28, 580.8854546979853)
(29, 580.8854546979853)
(30, 580.8854546979853)
(31, 580.8854546979853)
(32, 580.8854546979853)
(33, 580.8854546979853)
(34, 580.8854546979853)
(35, 580.8854546979853)
(36, 580.8854546979853)
(37, 580.8854546979853)
(38, 580.8854546979853)
(39, 580.8854546979853)
(40, 580.8854546979853)
(41, 580.8854546979853)
(42, 580.8854546979853)
(43, 580.8854546979853)
(44, 581.1544996393042)
(45, 581.1544996393042)
(46, 581.1544996393042)
(47, 581.1544996393042)
(48, 581.1544996393042)
(49, 581.1544996393042)
(50, 581.1544996393042)
(51, 581.1544996393042)
(52, 581.1544996393042)
(53, 581.1544996393042)
(54, 581.1544996393042)
(55, 581.1544996393042)
(56, 581.1544996393042)
(57, 581.1544996393042)
(58, 581.1544996393042)
(59, 581.1544996393042)
(60, 581.1544996393042)
(61, 581.1544996393042)
(62, 584.3847124256329)
(63, 584.3847124256329)
(64, 584.3847124256329)
(65, 584.3847124256329)
(66, 584.3847124256329)
(67, 584.3847124256329)
(68, 584.3847124256329)
(69, 587.3782283470791)
(70, 587.3782283470791)
(71, 587.3782283470791)
(72, 587.3782283470791)
(73, 587.3782283470791)
(74, 587.3782283470791)
(75, 587.3782283470791)
(76, 587.3782283470791)
(77, 587.3782283470791)
(78, 587.3782283470791)
(79, 588.5936039322845)
(80, 588.5936039322845)
(81, 588.5936039322845)
(82, 588.5936039322845)
(83, 588.5936039322845)
(84, 588.5936039322845)
(85, 588.5936039322845)
(86, 588.5936039322845)
(87, 588.5936039322845)
(88, 588.5936039322845)
(89, 588.5936039322845)
(90, 588.5936039322845)
(91, 588.5936039322845)
(92, 588.5936039322845)
(93, 588.5936039322845)
(94, 588.5936039322845)
(95, 588.5936039322845)
(96, 588.5936039322845)
(97, 588.5936039322845)
(98, 588.5936039322845)
(99, 588.5936039322845)
(100, 588.5936039322845)
(101, 588.5936039322845)
(102, 588.5936039322845)
(103, 588.5936039322845)
(104, 588.5936039322845)
(105, 588.5936039322845)
(106, 588.5936039322845)
(107, 588.5936039322845)
(108, 588.5936039322845)
(109, 588.5936039322845)
(110, 588.5936039322845)
(111, 588.5936039322845)
(112, 588.6712534544592)
(113, 588.6712534544592)
(114, 588.6712534544592)
(115, 588.6712534544592)
(116, 588.6712534544592)
(117, 588.6712534544592)
(118, 588.6712534544592)
(119, 588.6712534544592)
(120, 588.6712534544592)
(121, 588.6712534544592)
(122, 588.6712534544592)
(123, 588.6712534544592)
(124, 588.6712534544592)
(125, 588.6712534544592)
(126, 588.6712534544592)
(127, 588.6712534544592)
(128, 588.6712534544592)
(129, 588.6712534544592)
(130, 588.6712534544592)
(131, 588.6712534544592)
(132, 588.6712534544592)
(133, 588.6712534544592)
(134, 588.6712534544592)
